Type,Keyword,Original,Goal,Targets,HigherLevel,TargetLevel,NonHumanSubject,GoalTopic
Action,endeavoring,endeavor,8,8_4,,1,,economic growth jobs
Action,achieving,achieve,8,8_5,,1,,economic growth jobs
Action,substantially reducing,substantially reduce,8,8_6,,1,,economic growth jobs
Action,reducing,substantially reduce,8,8_6,,1,,economic growth jobs
Action,securing,secure,8,8_7,,1,,economic growth jobs
Action,ending,end,8,8_7,,1,,economic growth jobs
Action,taking measures,take immediate and effective measures,8,8_7,,1,,economic growth jobs
Action,taking,take immediate and effective measures,8,8_7,1,1,,economic growth jobs
Action,measures,take immediate and effective measures,8,8_7,1,1,,economic growth jobs
Action,protecting,protect,8,8_8,,1,,economic growth jobs
Action,promoting,promote,8,8_8,,1,,economic growth jobs
Action,devising,devise,8,8_9,,1,,economic growth jobs
Action,implementing,implement,8,8_9,,1,,economic growth jobs
Action,promoting,promote,8,8_9,,1,,economic growth jobs
Action,strengthening,strengthen,8,8_10,,1,,economic growth jobs
Action,developing,develop,9,9_1,,1,,infrastructure industry innovation
Action,promoting,promote,9,9_2,,1,,infrastructure industry innovation
Action,raising significantly,raise significantly,9,9_2,,1,,infrastructure industry innovation
Action,raising,raise significantly,9,9_2,1,1,,infrastructure industry innovation
Action,doubling,double,9,9_2,,1,,infrastructure industry innovation
Action,increasing,increase,9,9_3,,1,,infrastructure industry innovation
Action,upgrading,upgrade,9,9_4,,1,,infrastructure industry innovation
Action,enhancing,enhance,9,9_5,,1,,infrastructure industry innovation
Action,upgrading,upgrade,9,9_5,,1,,infrastructure industry innovation
Action,encouraging,encouraging,9,9_5,,1,,infrastructure industry innovation
Action,increasing,increasing,9,9_5,,1,,infrastructure industry innovation
Action,progressively achieving,progressively achieve,10,10_1,,1,,inequality
Action,achieving,progressively achieve,10,10_1,,1,,inequality
Action,progressively sustaining,[progressively] x [sustain],10,10_1,,1,,inequality
Action,sustaining,[progressively] x [sustain],10,10_1,,1,,inequality
Action,empowering,empower,10,10_2,,1,,inequality
Action,promoting,promote,10,10_2,,1,,inequality
Action,ensuring,ensure,10,10_3,,1,,inequality
Action,reducing,reduce,10,10_3,,1,,inequality
Action,adopting,adopt,10,10_4,,1,,inequality
Action,achieving,achieve,10,10_4,,1,,inequality
Action,improving,improve,10,10_5,,1,,inequality
Action,strengthening,strengthen,10,10_5,,1,,inequality
Action,ensuring,ensure,10,10_6,,1,,inequality
Action,facilitating,facilitate,10,10_7,,1,,inequality
Action,ensuring,ensue,11,11_1,,1,,urban rural
Action,upgrading,upgrade,11,11_1,,1,,urban rural
Action,providing,provide,11,11_2,,1,,urban rural
Action,enhancing,enhance,11,11_3,,1,,urban rural
Action,strengthening,strengthen,11,11_4,,1,,urban rural
Action,significantly reducing,significantly reduce,11,11_5,,1,,urban rural
Action,reducing,significantly reduce,11,11_5,1,1,,urban rural
Action,protecting,protecting,11,11_5,,1,,urban rural
Action,reducing,reduce,11,11_6,,1,,urban rural
Action,providing,provide,11,11_7,,1,,urban rural
Action,implementing,implement,12,12_1,,1,,consumption production
Action,achieving,achieve,12,12_2,,1,,consumption production
Action,halving,halve,12,12_3,,1,,consumption production
Action,reducing,reduce,12,12_3,,1,,consumption production
Action,achieving,achieve,12,12_4,,1,,consumption production
Action,significantly reducing,significantly reduce,12,12_4,,1,,consumption production
Action,reducing,significantly reduce,12,12_4,,1,,consumption production
Action,substantially reducing,substantially reduce,12,12_5,,1,,consumption production
Action,reducing,substantially reduce,12,12_5,1,1,,consumption production
Action,encouraging,encourage,12,12_6,,1,,consumption production
Action,promoting,promote,12,12_7,,1,,consumption production
Action,ensuring,ensure,12,12_8,,1,,consumption production
Action,strengthening,strengthen,13,13_1,,1,,climate change
Action,integrating,integrate,13,13_2,,1,,climate change
Action,improving,improve,13,13_3,,1,,climate change
Action,preventing,prevent,14,14_1,,1,,oceans
Action,significantly reducing,significantly reduce,14,14_1,,1,,oceans
Action,reducing,significantly reduce,14,14_1,,1,,oceans
Action,sustainably protecting,[sustainably] x [manage],14,14_2,,1,,oceans
Action,protecting,[sustainably] x [manage],14,14_2,,1,,oceans
Action,sustainably managing,[sustainably] x [protect],14,14_2,,1,,oceans
Action,managing,[sustainably] x [protect],14,14_2,,1,,oceans
Action,minimizing,minimize,14,14_3,,1,,oceans
Action,addressing,address,14,14_3,,1,,oceans
Action,effectively regulating,effectively regulate,14,14_4,,1,,oceans
Action,regulating,effectively regulate,14,14_4,,1,,oceans
Action,effectively ending,[effectively] x [end],14,14_4,,1,,oceans
Action,ending,[effectively] x [end],14,14_4,,1,,oceans
Action,effectively implementing,[effectively] x [implement],14,14_4,,1,,oceans
Action,implementing,[effectively] x [implement],14,14_4,,1,,oceans
Action,conserving,conerve,14,14_5,,1,,oceans
Action,prohibiting,prohibit,14,14_6,,1,,oceans
Action,eliminating,eliminate,14,14_6,,1,,oceans
Action,refraining,refrain,14,14_6,,1,,oceans
Action,recognizing,recognize,14,14_6,,1,,oceans
Action,increasing,increase,14,14_7,,1,,oceans
Action,ensuring,ensure,15,15_1,,1,,ecosystems biodiversity
Action,promoting,promote,15,15_2,,1,,ecosystems biodiversity
Action,halting,halt,15,15_2,,1,,ecosystems biodiversity
Action,restoring,restore,15,15_2,,1,,ecosystems biodiversity
Action,inreasing,increase,15,15_2,,1,,ecosystems biodiversity
Action,combatting,combat,15,15_3,,1,,ecosystems biodiversity
Action,restoring,restore,15,15_3,,1,,ecosystems biodiversity
Action,striving,strive,15,15_3,,1,,ecosystems biodiversity
Action,ensuring,ensure,15,15_4,,1,,ecosystems biodiversity
Action,taking urgent action,[take] x [urgent] x [action],15,15_5,,1,,ecosystems biodiversity
Action,urgent action,[take] x [urgent] x [action],15,15_5,1,1,,ecosystems biodiversity
Action,taking action,[take] x [urgent] x [action],15,15_5,1,1,,ecosystems biodiversity
Action,taking,[take] x [urgent] x [action],15,15_5,2,1,,ecosystems biodiversity
Action,action,[take] x [urgent] x [action],15,15_5,2,1,,ecosystems biodiversity
Action,taking significant action,[take] x [significant] x [action],15,15_5,,1,,ecosystems biodiversity
Action,significant action,[take] x [significant] x [action],15,15_5,1,1,,ecosystems biodiversity
Action,taking action,[take] x [significant] x [action],15,15_5,1,1,,ecosystems biodiversity
Action,taking,[take] x [significant] x [action],15,15_5,2,1,,ecosystems biodiversity
Action,action,[take] x [significant] x [action],15,15_5,2,1,,ecosystems biodiversity
Action,ensuring,ensure,15,15_6,,1,,ecosystems biodiversity
Action,taking urgent action,take urgent action,15,15_7,,1,,ecosystems biodiversity
Action,urgent action,take urgent action,15,15_7,1,1,,ecosystems biodiversity
Action,taking action,take urgent action,15,15_7,1,1,,ecosystems biodiversity
Action,taking,take urgent action,15,15_7,2,1,,ecosystems biodiversity
Action,action,take urgent action,15,15_7,2,1,,ecosystems biodiversity
Action,addressing,address,15,15_7,,1,,ecosystems biodiversity
Action,introducig measures,introduce measures,15,15_8,,1,,ecosystems biodiversity
Action,introducing,introduce measures,15,15_8,,1,,ecosystems biodiversity
Action,measures,introduce measures,15,15_8,,1,,ecosystems biodiversity
Action,integrating,integrate,15,15_9,,1,,ecosystems biodiversity
Action,significantly reducing,significantly reduce,16,16_1,,1,,peaceful inclusive societies
Action,reducing,significantly reduce,16,16_1,,1,,peaceful inclusive societies
Action,ending,end,16,16_2,,1,,peaceful inclusive societies
Action,promoting,promote,16,16_3,,1,,peaceful inclusive societies
Action,ensuring,ensure,16,16_3,,1,,peaceful inclusive societies
Action,significantly reducing,significantly reduce,16,16_4,,1,,peaceful inclusive societies
Action,strengthening,strengthen,16,16_4,,1,,peaceful inclusive societies
Action,combatting,combat,16,16_4,,1,,peaceful inclusive societies
Action,substantially reducing,substantially reducing,16,16_5,,1,,peaceful inclusive societies
Action,reducing,substantially reducing,16,16_5,,1,,peaceful inclusive societies
Action,developing,develop,16,16_6,,1,,peaceful inclusive societies
Action,ensuring,ensure,16,16_7,,1,,peaceful inclusive societies
Action,broadening,broaden,16,16_8,,1,,peaceful inclusive societies
Action,strengthening,strengthen,16,16_8,,1,,peaceful inclusive societies
Action,providing,provide,16,16_9,,1,,peaceful inclusive societies
Action,ensuring,ensure,16,16_10,,1,,peaceful inclusive societies
Action,protecting,protect,16,16_10,,1,,peaceful inclusive societies
Instrument,national,national definitions,1,1_2,1,1,,poverty
Instrument,national definitions,national definitions,1,1_2,,1,,poverty
Instrument,definitions,national definitions,1,1_2,1,1,,poverty
Instrument,national,nationally appropriate,1,1_3,1,1,,poverty
Instrument,nationally appropriate,nationally appropriate,1,1_3,,1,,poverty
Instrument,appropriatness,nationally appropriate,1,1_3,1,1,,poverty
Instrument,internationally agreed stunting targets,[internationally agreed targets] x [stunting],2,2_2,,1,,hunger food
Instrument,internationally agreed targets,[internationally agreed targets] x [stunting],2,2_2,1,1,,hunger food
Instrument,international targets,[internationally agreed targets] x [stunting],2,2_2,2,1,,hunger food
Instrument,targets,[internationally agreed targets] x [stunting],2,2_2,3,1,,hunger food
Instrument,international,[internationally agreed targets] x [stunting],2,2_2,3,1,,hunger food
Instrument,stunting targets,[internationally agreed targets] x [stunting],2,2_2,1,1,,hunger food
Instrument,internationally agreed wasting targets,[internationally agreed targets] x [wasting],2,2_2,,1,,hunger food
Instrument,internationally agreed wasting targets,[internationally agreed targets] x [wasting],2,2_2,1,1,,hunger food
Instrument,internationally agreed wasting targets,[internationally agreed targets] x [wasting],2,2_2,2,1,,hunger food
Instrument,internationally agreed wasting targets,[internationally agreed targets] x [wasting],2,2_2,3,1,,hunger food
Instrument,internationally agreed wasting targets,[internationally agreed targets] x [wasting],2,2_2,3,1,,hunger food
Instrument,internationally agreed wasting targets,[internationally agreed targets] x [wasting],2,2_2,1,1,,hunger food
Instrument,ressource access,[access to] x [ressources],2,2_3,,1,,hunger food
Instrument,equal access,equal access,2,2_3,,1,,hunger food
Instrument,secure access,[secure] x [access],2,2_3,,1,,hunger food
Instrument,accessibility,access,2,2_3,1,1,,hunger food
Instrument,land secure accessibility,[secure] x [access] x [land],2,2_3,,1,,hunger food
Instrument,secure accessibility,[secure] x [access] x [land],2,2_3,1,1,,hunger food
Instrument,land accessibility,[secure] x [access] x [land],2,2_3,1,1,,hunger food
Instrument,land,[secure] x [access] x [land],2,2_3,2,1,,hunger food
Instrument,accessibility,[secure] x [access] x [land],2,2_3,2,1,,hunger food
Instrument,productive ressource secure accessibility,[secure] x [access] x [productive ressources],2,2_3,,1,,hunger food
Instrument,ressource secure accessibility,[secure] x [access] x [productive ressources],2,2_3,1,1,,hunger food
Instrument,productive ressource accessibility,[secure] x [access] x [productive ressources],2,2_3,1,1,,hunger food
Instrument,ressource accessbility,[secure] x [access] x [productive ressources],2,2_3,2,1,,hunger food
Instrument,secure accessbility,[secure] x [access] x [productive ressources],2,2_3,2,1,,hunger food
Instrument,productive ressources,[secure] x [access] x [productive ressources],2,2_3,3,1,,hunger food
Instrument,ressources,[secure] x [access] x [productive ressources],2,2_3,4,1,,hunger food
Instrument,accessibility,[secure] x [access] x [productive ressources],2,2_3,3,1,,hunger food
Instrument,security,[secure] x [access] x [productive ressources],2,2_3,3,1,,hunger food
Instrument,productivity,[secure] x [access] x [productive ressources],2,2_3,4,1,,hunger food
Instrument,productive input secure accessibility,[secure] x [access] x [productive] x [inputs],2,2_3,,1,,hunger food
Instrument,input secure accessibility,[secure] x [access] x [productive] x [inputs],2,2_3,1,1,,hunger food
Instrument,productive input accessibility,[secure] x [access] x [productive] x [inputs],2,2_3,1,1,,hunger food
Instrument,input accessbility,[secure] x [access] x [productive] x [inputs],2,2_3,2,1,,hunger food
Instrument,secure accessbility,[secure] x [access] x [productive] x [inputs],2,2_3,2,1,,hunger food
Instrument,productive inputs,[secure] x [access] x [productive] x [inputs],2,2_3,3,1,,hunger food
Instrument,inputs,[secure] x [access] x [productive] x [inputs],2,2_3,4,1,,hunger food
Instrument,accessibility,[secure] x [access] x [productive] x [inputs],2,2_3,3,1,,hunger food
Instrument,security,[secure] x [access] x [productive] x [inputs],2,2_3,3,1,,hunger food
Instrument,productivity,[secure] x [access] x [productive] x [inputs],2,2_3,4,1,,hunger food
Instrument,knowledge secure accessibility,[secure] x [access] x [knowledge],2,2_3,,1,,hunger food
Instrument,secure accessibility,[secure] x [access] x [knowledge],2,2_3,1,1,,hunger food
Instrument,knowledge accessibility,[secure] x [access] x [knowledge],2,2_3,1,1,,hunger food
Instrument,knowledge,[secure] x [access] x [knowledge],2,2_3,2,1,,hunger food
Instrument,accessibility,[secure] x [access] x [knowledge],2,2_3,2,1,,hunger food
Instrument,financial services secure accessibility,[secure] x [access] x [financial services],2,2_3,,1,,hunger food
Instrument,secure accessibility,[secure] x [access] x [financial services],2,2_3,1,1,,hunger food
Instrument,financial services accessibility,[secure] x [access] x [financial services],2,2_3,1,1,,hunger food
Instrument,financial services,[secure] x [access] x [financial services],2,2_3,2,1,,hunger food
Instrument,accessibility,[secure] x [access] x [financial services],2,2_3,2,1,,hunger food
Instrument,finance,[secure] x [access] x [financial services],2,2_3,3,1,,hunger food
Instrument,market secure accessibility,[secure] x [access] x [markets],2,2_3,,1,,hunger food
Instrument,secure accessibility,[secure] x [access] x [markets],2,2_3,1,1,,hunger food
Instrument,market accessibility,[secure] x [access] x [markets],2,2_3,1,1,,hunger food
Instrument,markets,[secure] x [access] x [markets],2,2_3,2,1,,hunger food
Instrument,accessibility,[secure] x [access] x [markets],2,2_3,2,1,,hunger food
Instrument,trading,[secure] x [access] x [markets],2,2_3,3,1,,hunger food
Instrument,productive ressource secure accessibility,[secure] x [access] x [productive ressources],2,2_3,,1,,hunger food
Instrument,ressource secure accessibility,[secure] x [access] x [productive ressources],2,2_3,1,1,,hunger food
Instrument,productive ressource accessibility,[secure] x [access] x [productive ressources],2,2_3,1,1,,hunger food
Instrument,ressource accessbility,[secure] x [access] x [productive ressources],2,2_3,2,1,,hunger food
Instrument,secure accessbility,[secure] x [access] x [productive ressources],2,2_3,2,1,,hunger food
Instrument,productive ressources,[secure] x [access] x [productive ressources],2,2_3,3,1,,hunger food
Instrument,ressources,[secure] x [access] x [productive ressources],2,2_3,4,1,,hunger food
Instrument,accessibility,[secure] x [access] x [productive ressources],2,2_3,3,1,,hunger food
Instrument,security,[secure] x [access] x [productive ressources],2,2_3,3,1,,hunger food
Instrument,productivity,[secure] x [access] x [productive ressources],2,2_3,4,1,,hunger food
Instrument,value addition opportunity secure accessibility,[secure] x [access] x [opportunities] x [value addition],2,2_3,,1,,hunger food
Instrument,value addition secure accessibility,[secure] x [access] x [opportunities] x [value addition],2,2_3,1,1,,hunger food
Instrument,opportunity secure accessibility,[secure] x [access] x [opportunities] x [value addition],2,2_3,1,1,,hunger food
Instrument,value addition opportunity,[secure] x [access] x [opportunities] x [value addition],2,2_3,1,1,,hunger food
Instrument,value addition,[secure] x [access] x [opportunities] x [value addition],2,2_3,2,1,,hunger food
Instrument,opportunity,[secure] x [access] x [opportunities] x [value addition],2,2_3,2,1,,hunger food
Instrument,secure accessibility,[secure] x [access] x [opportunities] x [value addition],2,2_3,2,1,,hunger food
Instrument,accessibility,[secure] x [access] x [opportunities] x [value addition],2,2_3,3,1,,hunger food
Instrument,security,[secure] x [access] x [opportunities] x [value addition],2,2_3,3,1,,hunger food
Instrument,value,[secure] x [access] x [opportunities] x [value addition],2,2_3,3,1,,hunger food
Instrument,non-farm employment opportunity secure accessibility,[secure] x [access] x [opportunities] x [non-farm employment],2,2_3,,1,,hunger food
Instrument,non-farm employment secure accessibility,[secure] x [access] x [opportunities] x [non-farm employment],2,2_3,1,1,,hunger food
Instrument,employment secure accessibility,[secure] x [access] x [opportunities] x [non-farm employment],2,2_3,2,1,,hunger food
Instrument,employment,[secure] x [access] x [opportunities] x [non-farm employment],2,2_3,4,1,,hunger food
Instrument,secure accessibility,[secure] x [access] x [opportunities] x [non-farm employment],2,2_3,2,1,,hunger food
Instrument,accessibility,[secure] x [access] x [opportunities] x [non-farm employment],2,2_3,3,1,,hunger food
Instrument,non-farm employment,[secure] x [access] x [opportunities] x [non-farm employment],2,2_3,3,1,,hunger food
Instrument,jobs,[secure] x [access] x [opportunities] x [non-farm employment],2,2_3,4,1,,hunger food
Instrument,non-farm employment accessibility,[secure] x [access] x [opportunities] x [non-farm employment],2,2_3,2,1,,hunger food
Instrument,employment accessibility,[secure] x [access] x [opportunities] x [non-farm employment],2,2_3,3,1,,hunger food
Instrument,opportunity,[secure] x [access] x [opportunities] x [non-farm employment],2,2_3,3,1,,hunger food
Instrument,security,[secure] x [access] x [opportunities] x [non-farm employment],2,2_3,3,1,,hunger food
Instrument,land equal accessibility,[equal] x [access] x [land],2,2_3,,1,,hunger food
Instrument,equal accessibility,[equal] x [access] x [land],2,2_3,1,1,,hunger food
Instrument,land accessibility,[equal] x [access] x [land],2,2_3,1,1,,hunger food
Instrument,land,[equal] x [access] x [land],2,2_3,2,1,,hunger food
Instrument,accessibility,[equal] x [access] x [land],2,2_3,2,1,,hunger food
Instrument,productive ressource equal accessibility,[equal] x [access] x [productive ressources],2,2_3,,1,,hunger food
Instrument,ressource equal accessibility,[equal] x [access] x [productive ressources],2,2_3,1,1,,hunger food
Instrument,productive ressource accessibility,[equal] x [access] x [productive ressources],2,2_3,1,1,,hunger food
Instrument,ressource accessbility,[equal] x [access] x [productive ressources],2,2_3,2,1,,hunger food
Instrument,equal accessbility,[equal] x [access] x [productive ressources],2,2_3,2,1,,hunger food
Instrument,productive ressources,[equal] x [access] x [productive ressources],2,2_3,3,1,,hunger food
Instrument,ressources,[equal] x [access] x [productive ressources],2,2_3,4,1,,hunger food
Instrument,accessibility,[equal] x [access] x [productive ressources],2,2_3,3,1,,hunger food
Instrument,equality,[equal] x [access] x [productive ressources],2,2_3,3,1,,hunger food
Instrument,productivity,[equal] x [access] x [productive ressources],2,2_3,4,1,,hunger food
Instrument,productive input equal accessibility,[equal] x [access] x [productive] x [inputs],2,2_3,,1,,hunger food
Instrument,input equal accessibility,[equal] x [access] x [productive] x [inputs],2,2_3,1,1,,hunger food
Instrument,productive input accessibility,[equal] x [access] x [productive] x [inputs],2,2_3,1,1,,hunger food
Instrument,input accessbility,[equal] x [access] x [productive] x [inputs],2,2_3,2,1,,hunger food
Instrument,equal accessbility,[equal] x [access] x [productive] x [inputs],2,2_3,2,1,,hunger food
Instrument,productive inputs,[equal] x [access] x [productive] x [inputs],2,2_3,3,1,,hunger food
Instrument,inputs,[equal] x [access] x [productive] x [inputs],2,2_3,4,1,,hunger food
Instrument,accessibility,[equal] x [access] x [productive] x [inputs],2,2_3,3,1,,hunger food
Instrument,equality,[equal] x [access] x [productive] x [inputs],2,2_3,3,1,,hunger food
Instrument,productivity,[equal] x [access] x [productive] x [inputs],2,2_3,4,1,,hunger food
Instrument,knowledge equal accessibility,[equal] x [access] x [knowledge],2,2_3,,1,,hunger food
Instrument,equal accessibility,[equal] x [access] x [knowledge],2,2_3,1,1,,hunger food
Instrument,knowledge accessibility,[equal] x [access] x [knowledge],2,2_3,1,1,,hunger food
Instrument,knowledge,[equal] x [access] x [knowledge],2,2_3,2,1,,hunger food
Instrument,accessibility,[equal] x [access] x [knowledge],2,2_3,2,1,,hunger food
Instrument,financial services equal accessibility,[equal] x [access] x [financial services],2,2_3,,1,,hunger food
Instrument,equal accessibility,[equal] x [access] x [financial services],2,2_3,1,1,,hunger food
Instrument,financial services accessibility,[equal] x [access] x [financial services],2,2_3,1,1,,hunger food
Instrument,financial services,[equal] x [access] x [financial services],2,2_3,2,1,,hunger food
Instrument,accessibility,[equal] x [access] x [financial services],2,2_3,2,1,,hunger food
Instrument,finance,[equal] x [access] x [financial services],2,2_3,3,1,,hunger food
Instrument,market equal accessibility,[equal] x [access] x [markets],2,2_3,,1,,hunger food
Instrument,equal accessibility,[equal] x [access] x [markets],2,2_3,1,1,,hunger food
Instrument,market accessibility,[equal] x [access] x [markets],2,2_3,1,1,,hunger food
Instrument,markets,[equal] x [access] x [markets],2,2_3,2,1,,hunger food
Instrument,accessibility,[equal] x [access] x [markets],2,2_3,2,1,,hunger food
Instrument,trading,[equal] x [access] x [markets],2,2_3,3,1,,hunger food
Instrument,productive ressource equal accessibility,[equal] x [access] x [productive ressources],2,2_3,,1,,hunger food
Instrument,ressource equal accessibility,[equal] x [access] x [productive ressources],2,2_3,1,1,,hunger food
Instrument,productive ressource accessibility,[equal] x [access] x [productive ressources],2,2_3,1,1,,hunger food
Instrument,ressource accessbility,[equal] x [access] x [productive ressources],2,2_3,2,1,,hunger food
Instrument,equal accessbility,[equal] x [access] x [productive ressources],2,2_3,2,1,,hunger food
Instrument,productive ressources,[equal] x [access] x [productive ressources],2,2_3,3,1,,hunger food
Instrument,ressources,[equal] x [access] x [productive ressources],2,2_3,4,1,,hunger food
Instrument,accessibility,[equal] x [access] x [productive ressources],2,2_3,3,1,,hunger food
Instrument,equality,[equal] x [access] x [productive ressources],2,2_3,3,1,,hunger food
Instrument,productivity,[equal] x [access] x [productive ressources],2,2_3,4,1,,hunger food
Instrument,value addition opportunity equal accessibility,[equal] x [access] x [opportunities] x [value addition],2,2_3,,1,,hunger food
Instrument,value addition equal accessibility,[equal] x [access] x [opportunities] x [value addition],2,2_3,1,1,,hunger food
Instrument,opportunity equal accessibility,[equal] x [access] x [opportunities] x [value addition],2,2_3,1,1,,hunger food
Instrument,value addition opportunity,[equal] x [access] x [opportunities] x [value addition],2,2_3,1,1,,hunger food
Instrument,value addition,[equal] x [access] x [opportunities] x [value addition],2,2_3,2,1,,hunger food
Instrument,opportunity,[equal] x [access] x [opportunities] x [value addition],2,2_3,2,1,,hunger food
Instrument,equal accessibility,[equal] x [access] x [opportunities] x [value addition],2,2_3,2,1,,hunger food
Instrument,accessibility,[equal] x [access] x [opportunities] x [value addition],2,2_3,3,1,,hunger food
Instrument,equality,[equal] x [access] x [opportunities] x [value addition],2,2_3,3,1,,hunger food
Instrument,value,[equal] x [access] x [opportunities] x [value addition],2,2_3,3,1,,hunger food
Instrument,non-farm employment opportunity equal accessibility,[equal] x [access] x [opportunities] x [non-farm employment],2,2_3,,1,,hunger food
Instrument,non-farm employment equal accessibility,[equal] x [access] x [opportunities] x [non-farm employment],2,2_3,1,1,,hunger food
Instrument,employment equal accessibility,[equal] x [access] x [opportunities] x [non-farm employment],2,2_3,2,1,,hunger food
Instrument,employment,[equal] x [access] x [opportunities] x [non-farm employment],2,2_3,4,1,,hunger food
Instrument,equal accessibility,[equal] x [access] x [opportunities] x [non-farm employment],2,2_3,2,1,,hunger food
Instrument,accessibility,[equal] x [access] x [opportunities] x [non-farm employment],2,2_3,3,1,,hunger food
Instrument,non-farm employment,[equal] x [access] x [opportunities] x [non-farm employment],2,2_3,3,1,,hunger food
Instrument,jobs,[equal] x [access] x [opportunities] x [non-farm employment],2,2_3,4,1,,hunger food
Instrument,non-farm employment accessibility,[equal] x [access] x [opportunities] x [non-farm employment],2,2_3,2,1,,hunger food
Instrument,employment accessibility,[equal] x [access] x [opportunities] x [non-farm employment],2,2_3,3,1,,hunger food
Instrument,opportunity,[equal] x [access] x [opportunities] x [non-farm employment],2,2_3,3,1,,hunger food
Instrument,equality,[equal] x [access] x [opportunities] x [non-farm employment],2,2_3,3,1,,hunger food
Instrument,seed banks,soundly managed seed banks,2,2_5,1,1,,hunger food
Instrument,plant banks,soundly managed plant banks,2,2_5,1,1,,hunger food
Instrument,seed banks,diversified seed banks,2,2_5,,1,,hunger food
Instrument,plant banks,diversified plant banks,2,2_5,,1,,hunger food
Instrument,soundly managed plant banks,soundly managed plant banks,2,2_5,,1,,hunger food
Instrument,soundly managed seed banks,soundly managed seed banks,2,2_5,,1,,hunger food
Instrument,diversified plant banks,diversified plant banks,2,2_5,,1,,hunger food
Instrument,diversified seed banks,diversified seed banks,2,2_5,,1,,hunger food
Instrument,prevention,prevention,3,3_4,,1,,health well-being
Instrument,treatment,treatment,3,3_4,,1,,health well-being
Instrument,sustainable development and lifestyle education,education for sustainable development and sustainable lifestyles,4,4_7,,1,,education learning
Instrument,sustainable development education,education for sustainable development and sustainable lifestyles,4,4_7,1,1,,education learning
Instrument,sustainable development,education for sustainable development and sustainable lifestyles,4,4_7,2,1,,education learning
Instrument,educaton,education for sustainable development and sustainable lifestyles,4,4_7,2,1,,education learning
Instrument,sustainable lifestyles education,education for sustainable development and sustainable lifestyles,4,4_7,1,1,,education learning
Instrument,sustainable lifestyles,education for sustainable development and sustainable lifestyles,4,4_7,2,1,,education learning
Instrument,education,education for sustainable development and sustainable lifestyles,4,4_7,2,1,,education learning
Instrument,sustainable lifestyles,education for sustainable development and sustainable lifestyles,4,4_7,,1,,education learning
Instrument,education,education for sustainable development and sustainable lifestyles,4,4_7,,1,,education learning
Instrument,human rights education,[education for] x [human rights],4,4_7,,1,,education learning
Instrument,human rights,[education for] x [human rights],4,4_7,1,1,,education learning
Instrument,educaction,[education for] x [human rights],4,4_7,1,1,,education learning
Instrument,gender equality education,[education for] x [gender equality],4,4_7,,1,,education learning
Instrument,gender equality,[education for] x [gender equality],4,4_7,1,1,,education learning
Instrument,educaction,[education for] x [gender equality],4,4_7,1,1,,education learning
Instrument,peace and non-violence education,[education for] x [peace and non-violence],4,4_7,,1,,education learning
Instrument,peace education,[education for] x [peace and non-violence],4,4_7,1,1,,education learning
Instrument,non-violence education,[education for] x [peace and non-violence],4,4_7,1,1,,education learning
Instrument,peace and non-violence,[education for] x [peace and non-violence],4,4_7,1,1,,education learning
Instrument,peace,[education for] x [peace and non-violence],4,4_7,2,1,,education learning
Instrument,educaction,[education for] x [peace and non-violence],4,4_7,2,1,,education learning
Instrument,non-violence,[education for] x [peace and non-violence],4,4_7,2,1,,education learning
Instrument,global citizenship education,[education for] x [global citizenship],4,4_7,,1,,education learning
Instrument,global citizenship,[education for] x [global citizenship],4,4_7,1,1,,education learning
Instrument,educaction,[education for] x [global citizenship],4,4_7,1,1,,education learning
Instrument,cultural diversity education,[education for] x [appreciation of cultural diversity],4,4_7,,1,,education learning
Instrument,cultural diversity,[education for] x [appreciation of cultural diversity],4,4_7,1,1,,education learning
Instrument,educaction,[education for] x [appreciation of cultural diversity],4,4_7,1,1,,education learning
Instrument,cultural sustainable development education,[education for] x [ appreciation of culture’s contribution to sustainable development],4,4_7,,1,,education learning
Instrument,sustainable development education,[education for] x [ appreciation of culture’s contribution to sustainable development],4,4_7,1,1,,education learning
Instrument,cultural education,[education for] x [ appreciation of culture’s contribution to sustainable development],4,4_7,1,1,,education learning
Instrument,education,[education for] x [ appreciation of culture’s contribution to sustainable development],4,4_7,2,1,,education learning
Instrument,culture,[education for] x [ appreciation of culture’s contribution to sustainable development],4,4_7,2,1,,education learning
Instrument,sustainable development,[education for] x [ appreciation of culture’s contribution to sustainable development],4,4_7,2,1,,education learning
Instrument,public services provision,[provision] x [public services],5,5_4,,1,,gender equality women
Instrument,public services,[provision] x [public services],5,5_4,,1,,gender equality women
Instrument,infrastructure provision,[provision] x [infrastructure],5,5_4,,1,,gender equality women
Instrument,infrastructure,[provision] x [infrastructure],5,5_4,,1,,gender equality women
Instrument,social protection policy provision,[provision] x [social protection policies],5,5_4,,1,,gender equality women
Instrument,social protection policies,[provision] x [social protection policies],5,5_4,,1,,gender equality women
Instrument,public services provision,[provision] x [public services],5,5_4,,1,,gender equality women
Instrument,shared household responsibility,[shared responsibility] x [household],5,5_4,,1,,gender equality women
Instrument,shared family responsibility,[shared responsibility] x [family],5,5_4,,1,,gender equality women
Instrument,shared responsibility,[shared responsibility] x [household],5,5_4,1,1,,gender equality women
Instrument,shared responsibility,[shared responsibility] x [family],5,5_4,1,1,,gender equality women
Instrument,household,[shared responsibility] x [household],5,5_4,1,1,,gender equality women
Instrument,family,[shared responsibility] x [family],5,5_4,1,1,,gender equality women
